Instrumento;Unidade Gestora;Aditivo;Tipo de Instrumento;CNPJ;Instituição;Órgão Responsável;Vinculação;Nº Modalidade;Nº Processo;Objeto;Data de Assinatura;Vigência;Valor Concedente;Valor Convenente;Valor Total;
 003/646/2014 (003/485/2016);Prefeitura Municipal de Macaé;1º Aditivo;Convênio;28.538.734/0001-48|;Tribunal de Justiça do Estado do Rio de Janeiro|Itaú / Unibanco;GABINETE DO PREFEITO;Não se Aplica;; 054.916/2014;a) alteração da redação do item V b) inclusão do Subitem 10 na Cláusula Sétima com a seguinte redação. c) alteração do caput da Clausula Oitava .;2016-09-13;1 ano, prorrogavél automaticamente;R$ 0,00;R$ 0,00;R$ 0,00;
 058/2016;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;30.295.513/0001-38|09.359.604/0001-01;DETRAN |AGETRAB MACAÉ;AGÊNCIA DE TRABALHO, EDUCAÇÃO PROFISSIONAL E RENDA DE MACAÉ - AGETRAB MACAÉ;Não se Aplica;; 6420/2016  E-12/043/6/2015;A instalação e o funcionamento, sem exclusividade, de Posto de Identificação Civil pelo PARTÍCIPE, sob a orientação e supervisão da Diretoria de Identificação Civil do DETRAN/RJ, com o objetivo de promover o atendimento, cadastramento e o fornecimento de carteiras de identidades ao público em geral.;2016-04-25;sessenta meses a contar da data da publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 005/2016;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.614.865/0001-67;Município de Cordeiro;GABINETE DO PREFEITO;Não se Aplica;; 15682/2016;Cessão de servidores efetivos, colocando-os quando conveniente e/ou necessário a disposição de outro partícipe.;2016-08-26;3 (três) anos a contar da data de sua assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2016;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.606.630/0001-23;Município de Nova Friburgo;GABINETE DO PREFEITO;Não se Aplica;; 43071/2013;O presente CONVÊNIO tem por objeto a cessão de servidores municipais, colocando-os quando conveniente e/ou necessário a disposição do outro partícipe.;2016-02-22;3 (três) anos a contar da data de sua assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 013/2015 FESPORTE;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;13.640.163/0001-80;Barrense Futebol Clube;FUNDAÇÃO DE ESPORTE DE MACAÉ ? FESPORTE;Não se Aplica;; 5889/2015;O apoio financeiro ao Barrense Futebol Clube, de acordo com o Plano de Trabalho aprovado nos autos do Processo Administrativo nº 5889/2015, que passa a fazer parte integrante deste Termo de Convênio, independentemente de sua transcrição.;2015-07-31;sem término;R$ 100.000,00;R$ 3.000,00;R$ 103.000,00;
 2015;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;33.540.014/0001-57;Universidade do Estado do Rio de Janeiro- UERJ;FUNDAÇÃO EDUCACIONAL DE MACAÉ ? FUNEMAC;Não se Aplica;; 28939/2013;Estabelecer a Cooperação entre os convenentes no âmbito acadêmico, científico e tecnologico e terá como objetos principais: o fomento, os projetos de pesquisa voltados ao desenvolvimento científico, tecnológico e de inovação  o ensino  e a atividade de extensão universitária, no Centro de tecnologia e Inovação da UERJ a ser instalado no município, observando o tripé indissociável : pesquisa- ensino- extensão;2015-05-28;30 anos;R$ 0,00;R$ 0,00;R$ 0,00;
 060/2015;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;;Estado do Rio de Janeiro;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;;;Destina-se-á, exclusivamente, para o transporte escolar de estudantes das redes públicas estadual e municipal de ensino.;2015-12-29;10 (dez) anos, contados da data de assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 20/2015;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Adesão;42.498.600/0001-71;Secretaria de Estado de Fazenda do Rio de Janeiro;SECRETARIA MUNICIPAL DE FAZENDA;Não se Aplica; 20/2015; 40149/2022;Intercâmbio de informações e formulação de ações integradas de natureza econômico-fiscais;2022-11-03;Não se aplica;R$ 0,00;R$ 0,00;R$ 0,00;
 Termo de Doação com Encargos nº 6978/2015;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;05.478.625/0001-87;União - Secretaria de Direitos Humanos da Presidência de República;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS E ACESSIBILIDADE;Não se Aplica;;;doação de 3 (três) automóvel(veis) marca/modelo CHEVROLET SPIN LT,  cujas características são as constantes no anexo I deste Termo - Resumo Operacional do Termos, para desenvolver ações de fortalecimento do(s), Conselho(s) Tutelar(es) instalado(s) no município.;2015-02-12;indeterminada;R$ 0,00;R$ 0,00;R$ 0,00;
 2014;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.305.936/0001-40;Ministério Público do Estado do Rio de Janeiro;GABINETE DO PREFEITO;Não se Aplica;; Proc. Adm MP 2013.00837572;Ratificar e regulamentar a cessão do servidor no MPRJ, por parte do município, para prestar serviços ao MPRJ. Servidora: Helena Maria Santana de Freitas Menez;2014-12-23;24 meses;R$ 0,00;R$ 0,00;R$ 0,00;
 2014;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.521.870/0001-25;Fundação Departamento de Estradas e Rodagens do Estado do Rio de Janeiro;GABINETE DO PREFEITO;Não se Aplica;; E- 17/003.001537/2014;Constitui o objeto do presente Convênio de Delegação de uso, a gestão para Execução de Obras, Conservação e Serviços de ordenação e fiscalização do controle do transito em trechos das RJ-106 na extensão de 24.70 km pavimentados e RJ- 168 na extensão de 5,6 km pavimentados na passagem pelo perímetro urbano do município de Macaé, descritos no ANEXO I ao presente, que o integra para quaisquer finalidades.;2014-06-13;20 anos;R$ 0,00;R$ 0,00;R$ 0,00;
 112/2014;Prefeitura Municipal de Macaé;1º Aditivo;Convênio;02.645.310/0001-99;Ministério da Justiça e Segurança Pública;GABINETE DO PREFEITO;Não se Aplica;; 08129.041222/2014-51;Prorrogação do prazo de vigência estabelecido na Cláusula Sexta do Termo do Convênio;2016-05-13;fica prorrogado a partir de 16/05/2016 até 02/05/2017;R$ 0,00;R$ 0,00;R$ 0,00;
 112/2014;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;02.645.310/0001-99;Ministério da Justiça e Segurança Pública;GABINETE DO PREFEITO;Não se Aplica;; 08129.041222/2014-51;Desenvolver iniciativas intersetoriais que garantam o exercício de direitos de cidadania, aumento de contratualidade e autonomia, após à construção de projetos de vida das pessoas em situação de vulnerabilidade social, que fazem uso problemático de drogas, por meio de ações de promoção de moradia, trabalho e formação/qualificação profissional e de projetos articulados de esporte/cultura e lazer.;2014-12-31;15/05/2016;R$ 500.000,00;R$ 10.000,00;R$ 510.000,00;
 112/2014;Prefeitura Municipal de Macaé;2º Aditivo;Convênio;02.645.310/0001-99;Ministério da Justiça e Segurança Pública;GABINETE DO PREFEITO;Não se Aplica;; 08129.041222/2014-51;Prorrogação do prazo de vigência estabelecido na Cláusula Segunda do Segundo Termo do Convênio.;2017-04-20;fica prorrogado a partir de 03/05/2017 até 03/11/2018;R$ 0,00;R$ 0,00;R$ 0,00;
 5/2014;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;;SUPERINTENDÊNCIA REGIONAL DO TRABALHO E EMPREGO / RJ - SEM CNPJ;GABINETE DO PREFEITO;Não se Aplica;; 46670.002079/2013-44;Delegar poderes para atendimento e entrega de Carteira de Trabalho e Previdência Social - CTPS do modelo informatizado, à Prefeitura Municipal de Macaé, de acordo com os requisitos expressos no art. 14 e seguintes da CLT, com as alterações previstas pelo Decreto-Lei nº 229, de 28/02/1967, nº 926, de 10/10/1969, Lei nº 5.686 de 03/08/1971 e da Lei nº 8.260, de 12/12/1991, além das normas e instruções pertinentes, emitidas pelo Ministério do Trabalho.;2014-05-02;quatro anos a contar da data de publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 003/646/2014;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;29.115.474/0001-60|;Tribunal de Justiça do Estado do Rio de Janeiro|Itaú / Unibanco;GABINETE DO PREFEITO;Não se Aplica;; 2014-054916;1. Cooperação técnica e material, para prestação jurisdicional no momento da cobrança dos débitos levados à Dívida Ativa. 2. Recebimento conjunto do montante da Dívida Ativa Municipal e das Custas Judiciais e Taxa Judiciária apuradas nos respectivos processos judiciais ;2014-10-16;1 (um) ano, prorrogavél automáticamente;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2014;Prefeitura Municipal de Macaé;Instrumento Original;Protocolo de Intenções;01.609.497/0001-02|29.115.458/0001-78|29.115.466/0001-14|29.115.474/0001-60|31.505.027/0001-60|39.223.581/0001-66;Município de Carapebus|Município de Casimiro de Abreu|Município de Conceição de Macabú|Município de Macaé|Município de Quissamã|Município de Rio das Ostras;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 20154/2014;A futura formalização do Consórcio Regional de Segurança Pública, Proteção e Defesa Civil, DA AISP/32, consórcio de Municípios sob a forma de associação pública, com a finalidade de implantar uma gestão associada dos serviços públicos de segurança e ordenamento de defesa civil, em toda área dos Municípios partícipes, por meio de esforços comuns de enfrentamento à criminalidade e à violência, para reduzir os índices e adotar diretrizes de políticas públicas integradas.;2014-04-24;indeterminado;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2013;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;26.989.350/0549-84;Fundação Nacional de Saúde - FUNASA;GABINETE DO PREFEITO;Não se Aplica;; 8005/2013;O presente Convênio tem por objeto a cessão de servidores pertencentes ao Quadro de Pessoal da FUNASA, para atuação no âmbito do Sistema Único de Saúde - SUS, nos termos do artigo 20 da Lei nº 8270, de 17 de dezembro de 1991.;2013-01-07;Indeterminado;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2012 PROCON;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;29.115.474/0001-60;Secretaria Municipal de Educação  Coordenadoria Extraordinária de Proteção e Defesa do Consumidor - PROCON;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Não se Aplica;; 001/2012;Cooperação técnica e funcional onde seja possível trocar experiências no que se refere à elaboração e à implementação de projetos nos segmentos de Educação e Coordenadoria Extraordinária de Proteção e Defesa do Consumidor;2012-11-12;10 (dez) anos a contar da data da assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2012 FUNEMAC;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.523.215/0001-06;Universidade Federal Fluminense;FUNDAÇÃO EDUCACIONAL DE MACAÉ ? FUNEMAC;Não se Aplica;; 38641/2008;Criação do campus de Macaé da Universidade Federal Fluminense, objetivando o oferecimento de cursos de graduação à população de Macaé e de suas adjacências, bem como a execução, dentre outras, de atividades de extensão e pesquisa, isoladamente ou com pessoas jurídicas conveniadas com a UNIVERSIDADE.;2012-03-07;30 anos;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2012;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;28.523.215/0001-06;Universidade Federal Fluminense - UFF;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Não se Aplica;;;A criação do Campus de Macaé da Universidade Federal Fluminense, objetivando o oferecimento de cursos de graduação à população de Macaé e de suas adjacências, bem como a execução, dentre outras, de atividades de extensão e pesquisa, isoladamente ou com pessoas jurídicas conveniadas com a UNIVERSIDADE.;2012-03-07;07/03/2042;R$ 0,00;R$ 0,00;R$ 0,00;
 0352706-61/2011;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Compromisso;00.360.305/0001-04;Caixa Econômica Federal;GABINETE DO PREFEITO;Não se Aplica;;;Transferência de recursos financeiros da União para a execução de Apoio à urbanização de assentamentos precários no Município de Macaé, no âmbito do Programa PPI/Intervenção Em Favelas-UAS-Provisão Habitacional, Ação Urbanização de Assentamentos Precários;2011-06-30;30 de maio de 2014;R$ 20.897.104,70;R$ 0,00;R$ 20.897.104,70;
 0352706-61/2011;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Compromisso;00.360.305/0001-04;Caixa Econômica Federal;GABINETE DO PREFEITO;Não se Aplica;;;Alterar o item 16 da cláusula DÉCIMA SEXTA do anexo ao Termo de Compromisso nº 0352706-61/2011/MCIDADES/CAIXA, de 30/06/2011, realizado segundo os termos do Programa Intervenções em Favelas/PPI do MCIDADES.;2014-05-16;30/05/2016;R$ 0,00;R$ 0,00;R$ 0,00;
 0352706-61/2011;Prefeitura Municipal de Macaé;2º Aditivo;Termo de Compromisso;00.360.305/0001-04;Caixa Econômica Federal;GABINETE DO PREFEITO;Não se Aplica;;;Alterar o item nº 16 da Cláusula DÉCIMA SEXTA do Anexo do termo de Compromisso nº 0352706-61/2011/MCIDADES/CAIXA, de 30/06/2011, realizado segundo os termos do Programa PPI FAVELAS do Ministério das Cidades.;2016-05-23;30/05/2018;R$ 0,00;R$ 0,00;R$ 0,00;
 0352706-61/2011;Prefeitura Municipal de Macaé;3º Aditivo;Termo de Compromisso;00.360.305/0001-04;Caixa Econômica Federal;GABINETE DO PREFEITO;Não se Aplica;;;Alterar o item nº 16 da Cláusula DÉCIMA SEXTA do Anexo do termo de Compromisso nº 0352706-61/2011/MCIDADES/CAIXA, de 30/06/2011, realizado segundo os termos do Programa PPI FAVELAS do Ministério das Cidades.;2018-05-30;31/10/2018;R$ 0,00;R$ 0,00;R$ 0,00;
 009/2011;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Cooperação;14.025.815/0001-30;Proteção e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON/RJ;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA DO CONSUMIDOR - PROCON/MACAÉ ;Não se Aplica;; E-12/161/380/2011 administrativo;Municipalização do PROCON, com a implantação do Sistema Nacional de Informações de Defesa do Cnsumidor - SINDEC, compreendendo a autorização de uso de software licenciado pela União ao Estado do Rio de Janeiro, realização de cursos e treinamentos para sua aplicação, possibilitando o registro, armazenamento e compartilhamento da base de dados municipal de demandas de consumo com as bases estadual e nacional, resultando, inclusive, na elaboração dos Cadastros Estadual e Nacional de Reclamações Fundamentadas, dentre outras ações que promovam políticas públicas integradas para defesa do consumidor.;2012-04-18;03 (três) anos;R$ 0,00;R$ 0,00;R$ 0,00;
 009/2011;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Cooperação;14.025.815/0001-30;Proteção e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA DO CONSUMIDOR - PROCON/MACAÉ ;Não se Aplica;;;Ficam incluídas as seguintes alíneas, inciso II, da CLÁUSULA SEGUNDA do Acordo;2014-08-18;compõe o instrumento original;R$ 0,00;R$ 0,00;R$ 0,00;
 009/2011;Prefeitura Municipal de Macaé;2º Aditivo;Termo de Cooperação;14.025.815/0001-30;Proteção e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA DO CONSUMIDOR - PROCON/MACAÉ ;Não se Aplica;; E-12/161/380/2011 administrativo;A renovação do presente Termo de Cooperação Técnica e operacional tem por objeto da continuidade a Municipalização do PROCON, compreendendo a autorização de uso do software do sistema Nacional de Informações de Defesa do Consumidor -SINDEC, no município de Macaé.;2015-03-16;3 (três) anos;R$ 0,00;R$ 0,00;R$ 0,00;
 009/2011;Prefeitura Municipal de Macaé;3º Aditivo;Acordo de Cooperação;14.025.815/0001-30;Proteção e Defesa do Consumidor do Estado do Rio de Janeiro - PROCON;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA DO CONSUMIDOR - PROCON/MACAÉ ;Não se Aplica;; E-12/161/380/2011 administrativo;Dar continuidade a Municipalização do PROCON, compreendendo a autorização de uso do software do Sistema Nacional de Informações de Defesa do Consumidor - SINDEC, e as atribuições de autenticar, abrir e encerrar o Livro de Reclamações, nos termos previstos no Decreto Estadual nº 44.810/2014 e Lei Estadual nº 6.613/2013, pelo Município.;2018-03-15;36 (trinta e seis) meses a contar da data de sua assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 008/2010;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;08.921.695/0001-56;Instituto Vida Sustentável;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE;Não se Aplica;;;Revegetação e Reflorestamento, através da criação de bancos de sementes, da produção de mudas nativas, de ervas medicinais e flores, e da recuperação de nascentes, de matas ciliares, de restinga e de áreas degradadas  Capacitação Profissional, através de cursos de coletor de sementes, de plantio e manutenção, de agricultura orgânica, de produção de húmus, de agro floresta e de compostagem  Educação Ambiental, através de visitação de alunos ao Horto Municipal, à Usina Hidroelétrica, à Usina Termoelétrica, à Estação de Tratamento de Água, à Estação de Tratamento de Esgoto e a Empresas de Reciclagem  Reciclagem, através do processamento das fibras de coco para confecção de materiais, como vasos, placas e outros  e desenvolvimento de Projetos Ecológicos para uso e ocupação do solo.;2010-08-25;10 (dez) anos;R$ 0,00;R$ 0,00;R$ 0,00;
